English3 ,BSC214 ,1 ,1 ,4,7-8
MngPrnc ,BSC213 ,1 ,1 ,5,7-8
IntroIS ,INF211 ,3 ,1 ,2,6-7
IntroIS ,INF211 ,3 ,1 ,5,4-6
LogicDesign ,BSC215 ,3 ,1 ,3,4-5
LogicDesign ,BSC215 ,3 ,1 ,5,1-3
